names,date_x,score,genre,orig_lang,budget_x,country
Looney Tunes: Rabbits Run,08/04/2015 ,61.0,"Comedy, Animation", English,120540000.0,US
3 Ninjas Knuckle Up,04/07/1995 ,51.0,"Family, Adventure, Action, Comedy", English,4140000.0,US
Kramer vs. Kramer,03/13/1980 ,76.0,Drama, English,8000000.0,AU
Let the Bullets Fly,12/20/2010 ,76.0,"Action, Comedy", Chinese,24309793.2,CN
A Hollywood Christmas,12/01/2022 ,60.0,"Comedy, Romance", English,51400000.0,US
Snow Falls,01/17/2023 ,50.0,Horror, English,102800000.0,US
New York Minute,05/07/2004 ,62.0,Comedy, English,40000000.0,US
The Twins Effect II,08/12/2004 ,50.0,"Action, Adventure, Comedy, Fantasy", Cantonese,150000000.0,HK
The French Connection,03/09/1972 ,75.0,"Action, Crime, Thriller", English,2200000.0,AU
Mickey's Christmas Carol,12/15/1983 ,77.0,"Family, Animation", English,3000000.0,AU
An American Tail,12/26/1986 ,67.0,"Drama, Family, Animation, Adventure", English,9000000.0,AU
Lucid Dream,02/22/2017 ,62.0,"Science Fiction, Thriller", Korean,5000000.0,KR
Wolf Creek,11/02/2005 ,62.0,"Horror, Thriller", English,1100000.0,AU
Slam Dunk: The Movie,03/12/1994 ,54.0,"Drama, Animation, Comedy", Japanese,115600000.0,JP
Father of the Bride Part II,12/08/1995 ,62.0,"Comedy, Family", English,9540689.0,US
The Human Stain,10/31/2003 ,60.0,"Drama, Romance", English,30000000.0,US
Of Love and Shadows,05/10/1994 ,51.0,Drama, English,92000000.0,US
The Squad,10/07/2011 ,60.0,"Drama, Horror, Thriller"," Spanish, Castilian",124000000.0,CO
Trauma Center,12/06/2019 ,56.0,"Action, Thriller", English,20400000.0,US
Love The Way You Are,06/21/2019 ,54.0,"Romance, Comedy", Chinese,116000000.0,CN
Cyborg X,05/17/2016 ,58.0,"Action, Horror, Science Fiction", English,1000000.0,US
Rigodon,11/21/2012 ,60.0,"Thriller, Drama, Mystery", Tagalog,22361.0,PH
Donkey X,12/05/2007 ,55.0,"Family, Adventure, Animation"," Spanish, Castilian",18000000.0,ES
Nothing to Lose,11/06/1997 ,65.0,"Comedy, Crime", English,25000000.0,AU
Cry-Baby,06/14/1990 ,66.0,"Comedy, Music, Romance", English,11000000.0,AU
Die in a Gunfight,09/16/2021 ,56.0,"Action, Comedy, Romance", English,79000000.0,AU
Taming The Younger Sister-in-Law,12/11/2020 ,55.0,"Drama, Romance", Korean,127800000.0,KR
Creepshow 2,05/28/1987 ,63.0,"Horror, Comedy", English,3500000.0,AU
The Age of Shadows,09/07/2016 ,72.0,"Action, Drama, Thriller", Korean,9620000.0,KR
The Big Country,10/01/1958 ,77.0,"Drama, Western, Romance", English,26473270.6,US
The Making of 'Scarface',03/31/1998 ,78.0,Documentary, English,101700000.0,US
Philomena,12/24/2013 ,74.0,Drama, English,12000000.0,AU
Camera Buff,11/16/1979 ,75.0,"Drama, Comedy", Polish,70800000.0,PL
Fun and Fancy Free,05/27/1948 ,64.0,"Animation, Family, Music", English,67560000.0,AU
Becoming Jane,03/09/2007 ,73.0,"Romance, Drama", English,16500000.0,GB
Blood and Chocolate,01/26/2007 ,55.0,"Drama, Fantasy, Horror, Romance", English,15000000.0,US
Saint Omer,11/23/2022 ,65.0,Drama, French,95600000.0,FR
Destruction: Los Angeles,09/21/2017 ,55.0,"Action, Adventure", English,85200000.0,FR
The Land Before Time VII: The Stone of Cold Fire,12/05/2000 ,61.0,"Adventure, Animation, Drama, Family", English,108800000.0,US
Dreams,05/11/1990 ,77.0,"Fantasy, Drama", Japanese,107000000.0,US
Omen III: The Final Conflict,03/20/1981 ,58.0,"Horror, Mystery, Thriller", English,4490000.0,US
The Right Stuff,02/01/1984 ,74.0,"Drama, History, Adventure", English,27000000.0,AU
Resident Evil: Extinction,10/11/2007 ,63.0,"Horror, Action, Science Fiction", English,45000000.0,AU
The Convent,05/03/2019 ,56.0,"History, Horror", English,75200000.0,US
Are We Done Yet?,04/04/2007 ,58.0,"Family, Comedy", English,5950000.0,US
Blackfish,06/07/2013 ,79.0,Documentary, English,29551333.2,AU
Closed Circuit,08/28/2013 ,59.0,"Mystery, Drama, Crime, Thriller", English,13601468.0,US
xxxHOLiC The Movie: A Midsummer Night's Dream,08/19/2005 ,64.0,"Animation, Comedy, Drama, Mystery, Fantasy", Japanese,77000000.0,JP
The Rig,10/05/2010 ,36.0,"Action, Horror, Science Fiction, Thriller", English,3000000.0,US
The Taking of Tiger Mountain,12/24/2014 ,65.0,"Thriller, War, Adventure", Chinese,41021120.0,CN
King Kong vs. Godzilla,08/11/1962 ,67.0,"Action, Adventure, Science Fiction", Japanese,70100000.0,JP
Elvis,02/11/1979 ,67.0,"Drama, Music, TV Movie", English,85000000.0,US
Point Blank,07/12/2019 ,61.0,"Action, Thriller", English,3000000.0,US
Waking Life,10/19/2001 ,75.0,"Animation, Drama, Fantasy", English,3184561.8,US
Kim Possible: A Sitch In Time,11/28/2003 ,67.0,"TV Movie, Action, Adventure, Animation, Family", English,85000000.0,US
Head in the Clouds,06/08/2005 ,59.0,"Drama, Romance, War", English,122800000.0,AU
Another Gay Movie,04/28/2006 ,60.0,"Comedy, Romance", English,500000.0,US
Darkman,01/10/1991 ,64.0,"Action, Science Fiction, Thriller", English,16000000.0,AU
Nezha,01/16/2021 ,60.0,Action, Chinese,75600000.0,TW
Yi Yi,07/28/2017 ,79.0,Drama, Chinese,124000000.0,TW
The Accused,03/09/1989 ,70.0,Drama, English,71200000.0,AU
I'm Not There,12/07/2007 ,66.0,"Drama, Music", English,20000000.0,US
Return to Jurassic Park,02/05/2011 ,66.0,"Documentary, Action, Adventure, Thriller", English,93200000.0,US
One Crazy Summer: A Look Back at Gravity Falls,07/24/2018 ,60.0,Documentary, English,81000000.0,US
Sphere,04/02/1998 ,61.0,"Science Fiction, Mystery, Thriller", English,73000000.0,AU
Green Snake,07/23/2021 ,83.0,"Animation, Fantasy, Action, Adventure", Chinese,7911023.8,CN
Nefarious,04/14/2023 ,0.0,"Horror, Thriller", English,244940000.0,US
Bunks,10/27/2013 ,60.0,"TV Movie, Comedy, Horror", English,142600000.0,CA
Cadillac Records,04/30/2009 ,72.0,"Drama, History, Music", English,12000000.0,AU
Vertigo,08/10/2016 ,20.0,Drama, No Language,200.0,IR
Stripes,12/10/1981 ,65.0,"Action, Comedy", English,10000000.0,AU
Pope Joan,10/22/2009 ,69.0,Drama, English,56000004.0,US
Running Scared,04/13/2006 ,70.0,"Action, Crime, Drama, Thriller", English,17000000.0,AU
Detective Conan: The Private Eyes' Requiem,04/15/2006 ,71.0,"Animation, Mystery", Japanese,133000000.0,JP
Scooby-Doo and the Alien Invaders,10/03/2000 ,71.0,"Animation, Family, Comedy, Mystery, Science Fiction", English,122400000.0,US
Mortadelo and Filemon: Mission Implausible,11/28/2014 ,66.0,"Comedy, Animation, Adventure"," Spanish, Castilian",10000000.0,ES
Total Eclipse,02/12/1997 ,65.0,"Drama, Romance", English,37595000.0,FR
House of Pleasures,09/21/2011 ,65.0,Drama, French,95600000.0,FR
Extraordinary Mission,03/31/2017 ,65.0,"Action, Crime, Thriller", Chinese,250000.0,CN
It's a SpongeBob Christmas!,12/06/2012 ,69.0,"Family, Animation, Comedy, TV Movie", English,124000000.0,US
Tom and Jerry: The Magic Ring,03/12/2002 ,64.0,"Family, Animation, Fantasy, Comedy, Action", English,135800000.0,US
Set It Up,06/15/2018 ,69.0,"Romance, Comedy", English,143600000.0,AU
Palo Alto,05/09/2014 ,61.0,Drama, English,1000000.0,US
Stephanie,04/27/2017 ,63.0,"Horror, Fantasy, Drama, Mystery", English,195200000.0,US
100 Feet,07/22/2008 ,55.0,"Horror, Thriller", English,10000000.0,AU
I Give It a Year,02/21/2013 ,55.0,"Comedy, Romance", English,8659000.0,AU
Greedy,04/21/1994 ,62.0,Comedy, English,12040000.0,AU
Sitsit,10/31/2020 ,80.0,Horror, Tagalog,159000000.0,PH
Blame It on Rio,02/17/1984 ,57.0,"Comedy, Romance", English,9000000.0,US
Tales from the Crypt,03/09/1972 ,69.0,Horror, English,101400000.0,US
Goodbye Summer,07/25/2019 ,58.0,"Romance, Drama", Korean,99400000.0,KR
"Hail, Caesar!",02/25/2016 ,59.0,"Comedy, Drama, Mystery", English,22000000.0,AU
Marquis de Sade: Justine,04/03/1969 ,53.0,"Drama, Horror", Italian,116800000.0,IT
About Last Night...,08/14/1986 ,62.0,"Comedy, Drama, Romance", English,8500000.0,AU
The Silence of the Lambs,05/09/1991 ,83.0,"Crime, Drama, Thriller", English,20000000.0,AU
The Jungle Book,12/23/1994 ,60.0,"Family, Adventure, Drama", English,175000000.0,US
The Jungle Book,12/23/1994 ,60.0,"Family, Adventure, Drama", English,27000000.0,US
Horsemen,02/06/2009 ,59.0,"Crime, Drama, Horror, Mystery, Thriller", English,20000000.0,US
The Ron Clark Story,08/13/2006 ,74.0,"TV Movie, Drama", English,141000000.0,US
Serial Rapist,07/01/1978 ,56.0,Crime, Japanese,64000000.0,JP
Bangkok Dangerous,07/12/2010 ,52.0,"Action, Crime, Thriller", English,45000000.0,AU
Once Upon a Time in China III,02/11/1993 ,65.0,Action, Cantonese,37990000.0,HK
Mystery Men,01/13/2000 ,58.0,"Adventure, Fantasy, Action, Comedy, Science Fiction", English,68000000.0,AU
Boss of Bosses,06/03/2001 ,57.0,Drama, English,156600000.0,US
An Autumn Romance,05/07/2021 ,72.0,"Romance, Drama", English,96200000.0,AU
Talk to Her,03/15/2002 ,76.0,"Drama, Romance"," Spanish, Castilian",5389600.0,ES
Marvel One-Shot: A Funny Thing Happened on the Way to Thor's Hammer,10/25/2011 ,69.0,"Science Fiction, Fantasy", English,500000.0,US
Hysteria,06/06/2011 ,67.0,"Comedy, Romance", English,14568000.0,GB
Fair Game,09/22/2010 ,65.0,"Drama, Thriller", English,50000000.0,AU
StreetDance 3D,09/27/2010 ,65.0,"Music, Romance, Drama", English,5773100.0,US
Edge of Darkness,01/29/2010 ,63.0,"Crime, Drama, Mystery, Thriller", English,60000000.0,GB
Queen Margot,05/13/1994 ,73.0,"Drama, History, Romance", French,4314523.8,FR
The Janes,05/03/2022 ,56.0,Documentary, English,80300000.0,US
9to5: Days in Porn,08/24/2008 ,58.0,Documentary, English,68500000.0,US
The Mimic,08/17/2017 ,64.0,"Horror, Thriller", Korean,79000000.0,KR
Ring 2,01/23/1999 ,57.0,"Horror, Mystery, Science Fiction", Japanese,6000000.0,JP
Sierra Burgess Is a Loser,09/07/2018 ,63.0,"Comedy, Drama, Romance", English,100760000.0,AU
Shivers,10/10/1975 ,64.0,Horror, English,179000.0,CA
Jakob the Liar,09/16/1999 ,66.0,"Comedy, Drama, History", English,15000000.0,US
Go! The Unforgettable Party,11/15/2019 ,76.0,"Music, Family"," Spanish, Castilian",71800000.0,US
Ratchet & Clank,09/14/2016 ,58.0,"Action, Adventure, Animation, Family", English,20000000.0,AU
Persuasion,06/08/2008 ,74.0,"Romance, Drama, TV Movie", English,145000000.0,AU
Sissi,12/22/1955 ,74.0,"Comedy, Drama, Romance", German,90000000.0,DE
Glorious,08/18/2022 ,59.0,"Horror, Fantasy, Comedy", English,123000000.0,US
200 Pounds Beauty,12/14/2006 ,68.0,"Drama, Comedy, Romance", Korean,4000000.0,KR
American Ultra,09/09/2015 ,61.0,"Comedy, Action", English,28000000.0,AU
Outland,08/27/1981 ,64.0,"Science Fiction, Action", English,16000000.0,GB
The Star Wars Holiday Special,11/17/1978 ,34.0,"Adventure, Family, Science Fiction", English,54600000.0,US
Twilight,06/21/2019 ,69.0,"Animation, Drama", Japanese,37000000.0,JP
Twilight,06/21/2019 ,69.0,"Animation, Drama", Japanese,20000000.0,JP
Keanu,04/21/2016 ,61.0,"Action, Comedy, Crime", English,15000000.0,AU
Ultraviolet,03/03/2006 ,52.0,"Science Fiction, Action, Thriller", English,30000000.0,US
Kiss Kiss Bang Bang,09/05/2005 ,72.0,"Comedy, Crime, Mystery, Thriller", English,15000000.0,AU
The Half of It,05/01/2020 ,71.0,"Comedy, Romance, Drama", English,114140000.0,AU
Open Your Eyes,12/19/1997 ,75.0,"Drama, Thriller, Science Fiction"," Spanish, Castilian",2900000.0,ES
As Tears Go By,06/09/1988 ,70.0,"Drama, Crime, Romance", Cantonese,109200000.0,HK
My Sole Desire,04/05/2023 ,70.0,"Drama, Romance", French,62200000.0,FR
Flypaper,08/19/2011 ,64.0,"Mystery, Comedy, Crime", English,5000000.0,US
Class of 1984,10/28/1982 ,64.0,"Action, Crime, Drama, Thriller", English,3250000.0,AU
The Marine 6: Close Quarters,11/13/2018 ,69.0,Action, English,54600000.0,US
大学生出差服务,08/08/2019 ,0.0,, Chinese,167540000.0,CN
K: Seven Stories Movie 1 - R:B - Blaze,07/07/2018 ,67.0,"Animation, Drama, Action", Japanese,120040000.0,JP
The Immortal,12/05/2019 ,67.0,"Crime, Drama, Thriller", Italian,72000000.0,IT
Cocoon: The Return,11/23/1988 ,66.0,"Comedy, Science Fiction", English,17500000.0,US
Cabaret,02/13/1972 ,74.0,"Music, Drama, Romance", English,6000000.0,US
Dogtanian and the Three Muskehounds,10/14/2021 ,68.0,"Animation, Comedy, Adventure, Family"," Spanish, Castilian",97400000.0,AU
The Trust,05/13/2016 ,51.0,"Crime, Thriller", English,9000000.0,US
Thunderbirds,09/18/2004 ,49.0,"Action, Adventure, Comedy, Family, Fantasy, Science Fiction", English,55000000.0,AU
Death Ship,06/05/1980 ,54.0,"Adventure, Horror, Mystery, Thriller", English,112200000.0,AU
Luigi's Mansion: A Nintendo Fan Film,04/06/2023 ,0.0,"Adventure, Fantasy, Family, Action", English,100.0,US
The Lawnmower Man,05/07/1992 ,55.0,"Science Fiction, Horror", English,10000000.0,AU
Hatchet II,10/01/2010 ,55.0,"Horror, Comedy, Thriller", English,2500000.0,US
Grounded: Making The Last of Us,06/14/2013 ,74.0,Documentary, English,79500000.0,US
Wicked Minds,03/01/2003 ,63.0,"Mystery, Drama, Romance, Thriller", English,174000000.0,US
Heavenly Creatures,03/02/1995 ,70.0,"Drama, Fantasy", English,5000000.0,AU
You Again,12/02/2010 ,63.0,"Comedy, Romance", English,20000000.0,AU
Timecop,11/24/1994 ,60.0,"Thriller, Science Fiction, Action, Crime", English,28000000.0,AU
The Unbalanced,04/06/2023 ,0.0,Drama, Slovak,174600000.0,SK
Murder Party,07/28/2022 ,50.0,"Comedy, Crime", French,118400000.0,AU
Young Adult Matters,04/15/2021 ,59.0,Drama, Korean,88000000.0,KR
Reasonable Doubt,01/17/2014 ,58.0,"Crime, Thriller", English,8000000.0,US
Senseless,02/20/1998 ,61.0,"Comedy, Romance", English,20846151.6,US
Undercover Brother,02/13/2003 ,58.0,"Action, Comedy", English,25000000.0,AU
The Love Bug,02/22/1969 ,65.0,"Comedy, Family, Fantasy", English,39800000.0,AU
Eraser: Reborn,06/07/2022 ,66.0,"Action, Crime, Thriller", English,101000000.0,US
3000 Miles to Graceland,05/24/2001 ,58.0,"Action, Adventure, Comedy, Crime, Thriller", English,62000000.0,AU
Taylor Swift: Reputation Stadium Tour,12/31/2018 ,83.0,Music, English,123000000.0,US
My Dinner with Andre,10/11/1981 ,75.0,"Comedy, Drama", English,475000.0,US
The Beast of War,09/14/1988 ,71.0,"War, Drama", English,49140000.0,US
Joyeux Noel,12/15/2005 ,74.0,"Drama, War, Romance, History", French,22000000.0,AU
Kundun,06/18/1998 ,69.0,"Drama, History", English,28000000.0,AU
PAW Patrol: The Mighty Movie,09/29/2023 ,0.0,"Animation, Family, Comedy", English,203940000.0,US
The Painted Veil,12/20/2006 ,72.0,"Romance, Drama", English,19400000.0,US
Between Two Ferns: The Movie,09/20/2019 ,60.0,Comedy, English,114200000.0,US
Madame,08/17/2017 ,60.0,"Drama, Comedy", English,156000000.0,AU
Ice Princess,06/23/2005 ,64.0,"Family, Drama, Comedy", English,25000000.0,AU
Half Past Dead,11/15/2002 ,53.0,"Crime, Action, Thriller", English,25000000.0,AU
Я хочу! Я буду!,04/06/2023 ,0.0,"Comedy, Romance", Russian,264940000.0,RU
SECTION 306 IPC,04/06/2023 ,0.0,, Malayalam,167540000.0,IN
Delicatessen,04/17/1991 ,73.0,"Comedy, Science Fiction, Fantasy", French,4000000.0,FR
Live,04/06/2023 ,0.0,Drama, Russian,174600000.0,RU
Poison Ivy: The New Seduction,05/20/1997 ,48.0,"Thriller, Romance, Drama", English,119000000.0,US
Homunculus,04/22/2021 ,60.0,"Drama, Thriller", Japanese,134200000.0,AU
Tony Hawk: Until the Wheels Fall Off,03/12/2022 ,74.0,Documentary, English,79500000.0,US
Ruthless People,09/25/1986 ,66.0,Comedy, English,11000000.0,AU
Gintama 2: Rules Are Made To Be Broken,09/13/2018 ,73.0,"Comedy, Action, Science Fiction, Fantasy", Japanese,89800000.0,AU
St. Trinian's,03/27/2008 ,59.0,"Comedy, Family, Science Fiction", English,22620000.0,AU
Sweet November,04/12/2003 ,69.0,"Drama, Romance", English,40000000.0,AU
The Experiment,03/07/2001 ,74.0,"Drama, Thriller", German,830001.4,DE
Road to Emmaus,03/31/2010 ,66.0,"Drama, TV Movie", English,250000.0,US
Body Cam,05/19/2020 ,63.0,"Horror, Thriller, Mystery", English,146000000.0,US
Female Convict 101: Suck,08/06/1977 ,50.0,, Japanese,163600000.0,JP
Safe Haven,02/28/2013 ,72.0,"Romance, Thriller", English,28000000.0,AU
Ana and Bruno,09/01/2017 ,77.0,"Animation, Adventure, Family"," Spanish, Castilian",90000000.0,MX
Reno 911!: Miami,02/23/2007 ,58.0,"Action, Comedy, Crime", English,10000000.0,US
Deck the Halls,11/23/2006 ,55.0,"Comedy, Family", English,51000000.0,AU
The Invisible Guardian,03/03/2017 ,65.0,Thriller," Spanish, Castilian",5000000.0,ES
Jackie,01/04/2017 ,64.0,Drama, English,9000000.0,AU
The Call of the Wild: Dog of the Yukon,06/22/1997 ,74.0,"Adventure, Drama, Family, TV Movie", English,149000000.0,US
Paradise Hills,02/05/2020 ,60.0,"Fantasy, Science Fiction, Thriller", English,6000000.0,AU
2046,02/03/2005 ,72.0,"Drama, Science Fiction, Romance", Chinese,12000000.0,AU
Anomalisa,12/30/2015 ,71.0,"Animation, Drama, Romance, Comedy", English,8000000.0,US
The Rocker,08/20/2008 ,60.0,"Comedy, Music", English,15000000.0,US
Early Man,03/19/2018 ,62.0,"Family, Comedy, Animation, Adventure", English,50000000.0,AU
Rising Sun,10/28/1993 ,61.0,"Action, Drama, Thriller", English,40000000.0,AU
The Flowers of Evil,09/27/2019 ,68.0,"Drama, Romance, Thriller", Japanese,51571600.0,JP
The Picture of Dorian Gray,03/01/1945 ,70.0,"Drama, Fantasy, Thriller, Horror", English,139000000.0,US
Antitrust,04/24/2001 ,60.0,"Action, Crime, Drama", English,30000000.0,AU
Elizabethtown,10/14/2005 ,62.0,"Comedy, Drama, Romance", English,54000000.0,US
The Green Inferno,05/01/1988 ,47.0,"Adventure, Comedy", Italian,1000000.0,IT
The Getaway,12/13/1972 ,71.0,"Action, Crime, Thriller", English,3352254.0,US
Lost Girls,01/28/2020 ,61.0,"Drama, Mystery, Thriller, History", English,177000000.0,US
Keep Watching,10/31/2017 ,51.0,"Thriller, Horror, Drama", English,119800000.0,US
Disconnect,08/12/2013 ,71.0,"Drama, Thriller", English,10000000.0,AU
Collision Earth,03/24/2011 ,62.0,"Action, Science Fiction, TV Movie", English,105400000.0,US
Rec,12/13/2022 ,25.0,"Horror, Crime, Mystery, Thriller, Drama", English,9541040.0,GB
The Best of Enemies,04/05/2019 ,74.0,"Drama, History", English,10000000.0,US
Sniper: Legacy,09/30/2014 ,59.0,"Thriller, Action", English,106200000.0,US
Balloon,06/27/2019 ,75.0,"Drama, History, Thriller", German,5501523.8,AU
Phineas and Ferb: Mission Marvel,08/16/2013 ,65.0,"Animation, Family, Comedy", English,135000000.0,US
Time to Hunt,04/10/2020 ,72.0,"Drama, Action, Thriller", Korean,9070000.0,KR
The People Under the Stairs,04/09/1992 ,66.0,"Horror, Mystery", English,6000000.0,AU
This Is Spinal Tap,03/27/1985 ,75.0,"Music, Comedy", English,2500000.0,AU
Dance of the Forty One,11/17/2021 ,79.0,"Drama, History"," Spanish, Castilian",87800000.0,BR
Scrooge,12/14/1951 ,74.0,"Fantasy, Drama", English,71200000.0,AU
One Missed Call,11/03/2003 ,61.0,"Horror, Mystery", Japanese,20000000.0,JP
Bula,09/02/2022 ,68.0,"Thriller, Horror", Tagalog,110171600.0,PH
The Final Cut,10/15/2004 ,60.0,"Drama, Mystery, Science Fiction, Thriller", English,7778800.0,US
BloodRayne,10/22/2005 ,42.0,"Action, Fantasy, Horror", English,25000000.0,US
Super Troopers 2,04/19/2018 ,59.0,"Comedy, Crime, Mystery", English,13500000.0,AU
The Red Violin,04/09/1999 ,74.0,"Drama, Thriller, Mystery, Music, Romance", French,18000000.0,GB
Tyson,05/16/2008 ,68.0,"Documentary, Drama", English,111440000.0,US
First Kill,07/21/2017 ,57.0,"Action, Thriller, Crime", English,10000000.0,US
King of Comedy,02/13/1999 ,72.0,"Comedy, Drama, Romance", Cantonese,24440400.0,HK
A Conspiracy of Faith,03/03/2016 ,70.0,"Crime, Drama, Mystery, Thriller", Danish,5210000.0,DK
Animal Kingdom,06/03/2010 ,68.0,"Crime, Drama", English,4200000.0,AU
The Golden Lotus: Love and Desire,05/09/1991 ,48.0,"Drama, Romance", Chinese,104000000.0,HK
Devil Hunter,01/01/1981 ,43.0,Horror," Spanish, Castilian",87600000.0,ES
The Court Jester,01/01/2000 ,73.0,"Music, Action, Adventure, Comedy, Family", English,4000000.0,AU
Origin: Spirits of the Past,03/30/2007 ,70.0,"Science Fiction, Adventure, Animation, Drama, Fantasy, Romance, Action", Japanese,84140000.0,AU
With Aunt It's Not a Sin,12/23/1980 ,61.0,Comedy, Italian,150600000.0,IT
Suicide Forest Village,02/05/2021 ,68.0,"Horror, Mystery, Drama", Japanese,143200000.0,JP
The Odd Life of Timothy Green,10/12/2012 ,70.0,"Fantasy, Drama, Comedy, Family", English,40000000.0,AU
The Killing,04/30/2013 ,77.0,"Crime, Drama, Thriller", English,320000.0,AU
Ammonite,01/14/2021 ,71.0,"Romance, Drama", English,25874800.0,AU
My Week with Marilyn,11/23/2011 ,67.0,"Drama, Romance", English,10000000.0,US
The Beguiled,03/31/1971 ,70.0,"Drama, Thriller, War", English,10000000.0,US
Delusions of Grandeur,12/08/1971 ,75.0,"Comedy, History", French,100200000.0,FR
Sideways,11/16/2004 ,71.0,"Comedy, Drama, Romance", English,17000000.0,AU
Amateur,04/06/2018 ,65.0,Drama, English,95600000.0,US
Seal Team Eight: Behind Enemy Lines,03/18/2014 ,60.0,"Action, War, Drama", English,78000000.0,US
Boys Don't Cry,10/22/1999 ,74.0,"Crime, Drama", English,2000000.0,US
Mira,03/29/2016 ,0.0,Documentary, English,241940000.0,US
My Mother is a Belly Dancer,09/11/2006 ,0.0,Drama, Cantonese,174600000.0,HK
Soul Men,11/07/2008 ,62.0,"Comedy, Music", English,40000000.0,US
Machuca,02/24/2004 ,77.0,Drama," Spanish, Castilian",1500000.0,US
Temptation Summary,11/15/1990 ,25.0,Drama, Cantonese,12001040.0,HK
United 93,08/17/2006 ,71.0,"Drama, History, Crime, Thriller, Action", English,18000000.0,AU
Concussion,11/12/2015 ,71.0,"Drama, History", English,35000000.0,AU
Emergency,05/20/2022 ,61.0,"Comedy, Drama, Thriller", English,107000000.0,US
Table 19,04/10/2017 ,60.0,"Comedy, Drama", English,5000000.0,AU
Men in Hope,08/25/2011 ,75.0,"Comedy, Romance", Czech,1130710.0,CZ
Weekend at Bernie's,03/15/1990 ,64.0,"Comedy, Crime", English,6500000.0,AU
The Glass House,09/14/2001 ,59.0,"Drama, Thriller", English,22000000.0,US
Mank,11/19/2020 ,68.0,"Drama, History", English,25000000.0,AU
Torrente 2: Mission in Marbella,03/30/2001 ,60.0,"Comedy, Crime"," Spanish, Castilian",100000000.0,ES
Switch,05/10/1991 ,60.0,"Fantasy, Comedy", English,10400000.0,US
Ajin: Demi-Human – Compel,11/27/2015 ,72.0,"Animation, Action, Thriller", Japanese,107400000.0,JP
Billy & Mandy's Big Boogey Adventure,03/30/2007 ,77.0,"Adventure, Comedy, Animation, TV Movie", English,122200000.0,US
Lord of Illusions,08/25/1995 ,60.0,"Horror, Fantasy", English,87600000.0,US
Legends of Oz: Dorothy's Return,05/09/2014 ,64.0,"Animation, Family, Fantasy", English,70000000.0,US
Last Night,05/06/2011 ,61.0,"Drama, Romance", English,7000000.0,US
Bosomy Mom 2,05/27/2020 ,35.0,Romance, Korean,47270000.0,KR
Ghajini,12/25/2008 ,70.0,"Action, Romance, Thriller", Hindi,9100000.0,IN
Kung Fu Dunk,02/07/2008 ,57.0,"Action, Adventure, Comedy", Chinese,10000000.0,HK
Welcome Home Roscoe Jenkins,02/08/2008 ,61.0,"Comedy, Drama", English,27500000.0,US
Milk Money,08/31/1994 ,64.0,"Comedy, Romance", English,38425000.0,US
Hell House LLC,10/16/2015 ,65.0,"Horror, Mystery, Thriller", English,28600000.0,US
Mulholland Falls,04/26/1996 ,59.0,"Drama, Mystery, Thriller, Crime", English,8810000.0,US
Kicking & Screaming,08/11/2005 ,58.0,"Family, Comedy", English,45000000.0,AU
Compulsion,11/19/2016 ,48.0,"Thriller, Horror, Fantasy", English,117000000.0,US
Money Train,11/23/1995 ,59.0,"Action, Comedy, Crime", English,68000000.0,AU
Kelly's Heroes,09/10/1970 ,74.0,"Adventure, Comedy, War", English,4000000.0,AU
Pay the Ghost,09/25/2015 ,54.0,Horror, English,3280017.8,US
Jessabelle,11/07/2014 ,54.0,"Thriller, Horror", English,10000000.0,US
Sapphire Blue,08/14/2014 ,72.0,"Fantasy, Romance, Science Fiction, Drama, Adventure, Family, Action", German,26198000.0,DE
Son of Rambow,01/22/2007 ,67.0,Comedy, English,4913400.0,AU
Sleepaway Camp,11/18/1983 ,63.0,Horror, English,350000.0,US
Trees of Peace,04/01/2021 ,74.0,Drama, English,67800000.0,US
Senna,11/02/2010 ,81.0,"Documentary, History", English,2069753.2,AU
Metro,02/06/1997 ,57.0,"Action, Adventure, Comedy, Crime, Thriller", English,55000000.0,AU
Bholaa,03/30/2023 ,80.0,"Action, Adventure, Crime", Hindi,75000000.0,IN
The Jacket,03/04/2005 ,69.0,"Thriller, Mystery, Drama, Science Fiction, Fantasy", English,28500000.0,US
Pizza Dare 2,05/22/2020 ,35.0,Romance, Korean,47270000.0,KR
Rules Don't Apply,11/23/2016 ,58.0,"Romance, Comedy, Drama", English,25000000.0,US
Soapdish,05/31/1991 ,62.0,Comedy, English,20200000.0,US
All Is Lost,08/23/2013 ,66.0,"Action, Adventure, Drama", English,9000000.0,AU
Agatha and the Truth of Murder,12/23/2018 ,62.0,"Drama, Mystery", English,11480240.6,US
Private Parts,03/07/1997 ,65.0,"Comedy, Drama", English,28000000.0,US
True Grit,06/11/1969 ,74.0,Western, English,35000000.0,US
Paterson,06/14/2016 ,71.0,Drama, English,5000000.0,AU
Serial (Bad) Weddings,04/16/2014 ,67.0,Comedy, French,13000000.0,FR
City Hall,05/09/1996 ,60.0,"Drama, Thriller", English,40000000.0,AU
Che: Part One,10/01/2009 ,68.0,"Drama, History, War", English,30000000.0,AU
Untraceable,04/17/2008 ,62.0,Thriller, English,35000000.0,AU
Wolf Creek 2,02/20/2014 ,64.0,"Horror, Thriller", English,8000000.0,AU
The Baytown Outlaws,10/16/2012 ,60.0,"Action, Comedy, Crime", English,4000000.0,AU
2036: Nexus Dawn,01/17/2018 ,69.0,"Science Fiction, Thriller", English,114000000.0,AU
Sharkdog’s Fintastic Halloween,10/15/2021 ,45.0,"Animation, Fantasy, Family", English,114300000.0,US
