names,date_x,score,genre,orig_lang,budget_x,country
Teenage Mutant Ninja Turtles,09/11/2014 ,59.0,"Science Fiction, Action, Adventure, Comedy", English,125000000.0,AU
Teenage Mutant Ninja Turtles,09/11/2014 ,59.0,"Science Fiction, Action, Adventure, Comedy", English,13500000.0,AU
Constantine: The House of Mystery,05/03/2022 ,70.0,"Animation, Action, Adventure, Horror", English,146400000.0,US
The Hobbit: An Unexpected Journey,12/26/2012 ,73.0,"Adventure, Fantasy, Action", English,200000000.0,AU
Kimi,02/10/2022 ,63.0,Thriller, English,3500000.0,US
Spider-Man: Far From Home,07/01/2019 ,75.0,"Action, Adventure, Science Fiction", English,160000000.0,AU
Cuento de Primavera-A Spring Tale,12/20/2022 ,81.0,"Drama, Fantasy, Mystery"," Spanish, Castilian",77600000.0,US
Finch,11/05/2021 ,80.0,"Science Fiction, Drama, Adventure", English,2500000.0,AU
The Hangover Part II,05/25/2011 ,65.0,Comedy, English,80000000.0,AU
The Stranger,10/06/2022 ,62.0,Thriller, English,73600000.0,AU
The Man from Toronto,06/24/2022 ,66.0,"Action, Adventure, Comedy", English,75000000.0,US
2012,10/23/2009 ,58.0,"Action, Adventure, Science Fiction", English,200000000.0,AU
White Chicks,12/30/2004 ,69.0,"Comedy, Crime", English,20000000.0,AU
Army of Thieves,10/29/2021 ,69.0,"Crime, Comedy", English,175200000.0,AU
Dragon Ball Z: Battle of Gods,09/19/2013 ,68.0,"Animation, Action, Science Fiction", Japanese,20950000.0,AU
Star Wars,10/26/1977 ,82.0,"Adventure, Action, Science Fiction", English,11000000.0,AU
Scream 2,12/12/1997 ,65.0,"Horror, Mystery", English,24000000.0,US
American Sniper,01/22/2015 ,74.0,"War, Action", English,58000000.0,AU
Last Days in the Desert,05/13/2016 ,57.0,"Adventure, Drama, History", English,124600000.0,US
Lobo Feroz,01/27/2023 ,63.0,"Drama, Thriller"," Spanish, Castilian",88200000.0,ES
The Forever Purge,07/23/2021 ,71.0,"Horror, Action, Thriller", English,18000000.0,AU
Scary Movie 5,04/11/2013 ,48.0,Comedy, English,20000000.0,AU
Annabelle: Creation,08/10/2017 ,66.0,"Horror, Mystery, Thriller", English,15000000.0,AU
Meet Joe Black,03/11/1999 ,73.0,"Fantasy, Drama, Romance", English,85000000.0,AU
Dawn of the Planet of the Apes,07/09/2014 ,73.0,"Science Fiction, Action, Drama, Thriller", English,170000000.0,AU
Scarface,02/01/1984 ,82.0,"Action, Crime, Drama", English,25000000.0,AU
Train to Busan,07/29/2016 ,78.0,"Horror, Thriller, Adventure, Action", Korean,8500000.0,AU
Scream 4,04/13/2011 ,64.0,"Horror, Mystery", English,40000000.0,AU
The Shawshank Redemption,02/16/1995 ,87.0,"Drama, Crime", English,25000000.0,AU
Beauty and the Beast,06/11/1992 ,77.0,"Romance, Family, Animation, Fantasy", English,160000000.0,AU
Beauty and the Beast,06/11/1992 ,77.0,"Romance, Family, Animation, Fantasy", English,20000000.0,AU
Terminator Genisys,07/01/2015 ,59.0,"Science Fiction, Action, Thriller, Adventure", English,155000000.0,AU
Looks Can Kill,02/01/2022 ,46.0,Thriller, English,96300000.0,US
Black Panther,02/15/2018 ,74.0,"Action, Adventure, Science Fiction", English,200000000.0,AU
Batman v Superman: Dawn of Justice,03/24/2016 ,59.0,"Action, Adventure, Fantasy", English,263000000.0,AU
A Monster Calls,05/12/2017 ,73.0,"Drama, Fantasy", English,43000000.0,AU
Spider-Man,06/06/2002 ,73.0,"Fantasy, Action", English,139000000.0,AU
Vacation Friends,08/27/2021 ,71.0,Comedy, English,105200000.0,AU
The Simpsons in Plusaversary,11/12/2021 ,66.0,"Animation, Comedy, Fantasy", English,131600000.0,US
The Last Manhunt,01/01/2023 ,56.0,Western, English,80300000.0,AU
Scary Movie 2,10/18/2001 ,58.0,Comedy, English,45000000.0,AU
Harry Potter 20th Anniversary: Return to Hogwarts,01/01/2022 ,73.0,Documentary, English,53600000.0,US
Life Is Beautiful,05/06/2006 ,85.0,"Comedy, Drama", Italian,20000000.0,AU
The Twin,04/06/2022 ,60.0,"Horror, Mystery", English,2620000.0,FI
Wrong Turn 2: Dead End,10/16/2007 ,60.0,"Horror, Thriller", English,4000000.0,AU
Knowing,03/26/2009 ,62.0,"Action, Mystery, Science Fiction, Thriller", English,50000000.0,AU
Fate/Grand Order Final Singularity – Grand Temple of Time: Solomon,07/30/2021 ,68.0,"Animation, Action, Adventure, Fantasy", Japanese,167100000.0,JP
Annabelle Comes Home,06/27/2019 ,64.0,"Horror, Mystery, Thriller", English,27000000.0,AU
Chupa,04/07/2023 ,69.0,"Adventure, Fantasy, Family", English,91940000.0,AU
The Matrix,04/08/1999 ,82.0,"Action, Science Fiction", English,65000000.0,AU
Sex and Zen II,05/09/1996 ,60.0,"Drama, Fantasy, Romance, Comedy", Cantonese,60600000.0,HK
Despicable Me 2,06/26/2013 ,69.0,"Animation, Comedy, Family", English,76000000.0,AU
Chip 'n Dale: Rescue Rangers,05/18/2022 ,70.0,"Animation, Family, Comedy, Adventure, Mystery", English,116500000.0,US
Pacific Rim: Uprising,03/22/2018 ,61.0,"Action, Fantasy, Science Fiction, Adventure", English,155000000.0,AU
Spirit Untamed,06/12/2021 ,73.0,"Animation, Adventure, Family, Western", English,30000000.0,AU
Samson and Delilah,12/21/1949 ,66.0,"Drama, Romance, Adventure", English,3000000.0,US
Capturing Avatar,11/16/2010 ,78.0,Documentary, English,101700000.0,US
Psychosexual,05/12/2022 ,20.0,Thriller," Spanish, Castilian",12001040.0,CO
The Mummy,06/24/1999 ,69.0,"Adventure, Action, Fantasy", English,195000000.0,AU
The Mummy,06/24/1999 ,69.0,"Adventure, Action, Fantasy", English,80000000.0,AU
Scooby-Doo,06/20/2002 ,60.0,"Mystery, Adventure, Comedy", English,84000000.0,AU
Jurassic World,06/11/2015 ,67.0,"Action, Adventure, Science Fiction, Thriller", English,215000000.0,AU
Kingsman: The Golden Circle,09/21/2017 ,70.0,"Action, Adventure, Comedy", English,104000000.0,AU
Spirit: Stallion of the Cimarron,05/24/2002 ,77.0,"Western, Animation, Adventure, Comedy, Family, Drama", English,80000000.0,US
Broken Ties,03/06/2023 ,72.0,"Thriller, TV Movie", English,131000000.0,FR
The Little Guy,08/10/2022 ,74.0,"Animation, Family, Comedy, Science Fiction", English,148000000.0,US
Project X,03/01/2012 ,68.0,Comedy, English,12000000.0,AU
Tom & Jerry,04/01/2021 ,69.0,"Comedy, Family, Animation", English,50000000.0,AU
Tarzan,09/09/1999 ,74.0,"Family, Adventure, Animation, Drama", English,145000000.0,AU
Corpse Bride,11/17/2005 ,75.0,"Romance, Fantasy, Animation", English,30000000.0,AU
Tom Clancy's Without Remorse,04/30/2021 ,70.0,"Action, Thriller", English,88200000.0,AU
Dragon Ball Z: Fusion Reborn,03/24/2006 ,74.0,"Animation, Action, Fantasy, Science Fiction", Japanese,5387948.0,AU
Madagascar,06/16/2005 ,69.0,"Family, Animation, Adventure, Comedy", English,75000000.0,AU
The Twilight Saga: Breaking Dawn - Part 1,11/17/2011 ,62.0,"Adventure, Fantasy, Romance", English,110000000.0,AU
Army of the Dead,05/21/2021 ,63.0,"Action, Crime, Horror, Thriller", English,90000000.0,AU
The Friendship Game,11/11/2022 ,53.0,"Science Fiction, Horror", English,104050080.0,US
Maleficent,05/29/2014 ,71.0,"Fantasy, Adventure, Action, Family, Romance", English,180000000.0,AU
The Evil Dead,06/23/1983 ,73.0,Horror, English,375000.0,AU
xXx: Return of Xander Cage,01/19/2017 ,61.0,"Action, Adventure, Crime", English,85000000.0,AU
Incredibles 2,06/14/2018 ,75.0,"Action, Adventure, Animation, Family", English,200000000.0,AU
Incantation,03/18/2022 ,69.0,Horror, Chinese,52000050.0,TW
Cinderella,03/26/2015 ,68.0,"Romance, Fantasy, Family, Drama", English,95000000.0,AU
Cinderella,03/26/2015 ,68.0,"Romance, Fantasy, Family, Drama", English,2900000.0,AU
Wreck-It Ralph,12/26/2012 ,73.0,"Family, Animation, Comedy, Adventure", English,165000000.0,AU
The Equalizer,09/24/2014 ,72.0,"Thriller, Action, Crime", English,55000000.0,AU
1917,01/09/2020 ,80.0,"War, Drama, History", English,100000000.0,AU
Black Water: Abyss,08/07/2020 ,52.0,"Horror, Action, Adventure", English,7060000.0,US
Golden Escape,08/05/2022 ,67.0,"Drama, Crime", Chinese,84800000.0,CN
Magnum Opus,07/18/2022 ,74.0,"Animation, Family, Science Fiction, Comedy", English,153000000.0,US
"...Watch Out, We're Mad",03/23/2022 ,62.0,"Comedy, Action", Italian,147000000.0,IT
The Hangover Part III,05/23/2013 ,62.0,Comedy, English,103000000.0,AU
Black Site,11/23/2022 ,67.0,"Action, Thriller", English,69400000.0,AU
Ice Age: The Meltdown,04/06/2006 ,67.0,"Animation, Family, Comedy, Adventure", English,75000000.0,AU
The Intouchables,05/18/2012 ,83.0,"Drama, Comedy", French,13000000.0,AU
Girl in the Basement,02/27/2021 ,79.0,"Crime, Thriller, TV Movie", English,135000000.0,US
Ambulance,04/07/2022 ,68.0,"Thriller, Action", English,40000000.0,AU
Dragon Ball Z: Broly – Second Coming,03/12/1994 ,67.0,"Animation, Action, Science Fiction", Japanese,59080000.0,JP
Host,07/30/2020 ,65.0,"Horror, Thriller, Mystery", English,35000.0,US
The Rape,05/15/1982 ,35.0,Drama, Japanese,47270000.0,JP
Blended,06/11/2014 ,69.0,"Comedy, Romance", English,45000000.0,AU
Don't Breathe 2,08/20/2021 ,72.0,"Thriller, Horror", English,10000000.0,AU
Jurassic World: Fallen Kingdom,06/21/2018 ,66.0,"Action, Adventure, Science Fiction, Thriller", English,170000000.0,AU
Naruto Shippuden the Movie: Blood Prison,07/30/2011 ,73.0,"Thriller, Animation, Action, Comedy, Horror, Mystery", Japanese,1545000.0,JP
Bubble,04/28/2022 ,75.0,"Animation, Adventure, Science Fiction", Japanese,1600000.0,JP
The Meg,08/16/2018 ,62.0,"Action, Science Fiction, Horror", English,178000000.0,AU
Coherence,09/19/2013 ,73.0,"Thriller, Science Fiction", English,2037792.0,US
The Commando,04/01/2022 ,57.0,"Action, Crime, Thriller", English,117000000.0,AU
Fate/Grand Order the Movie: Divine Realm Of The Round Table: Camelot Paladin; Agateram,08/26/2021 ,58.0,"Animation, Action, Adventure, History, Drama, Fantasy", Japanese,102000000.0,AU
Spiderhead,06/17/2022 ,58.0,"Science Fiction, Thriller", English,102800000.0,AU
Transformers: The Last Knight,06/16/2017 ,61.0,"Action, Adventure, Science Fiction", English,217000000.0,AU
The Red Book Ritual,09/13/2022 ,56.0,Horror, English,141600000.0,US
Parasite,06/17/2019 ,85.0,"Comedy, Thriller, Drama", Korean,11363000.0,AU
Wonder Woman 1984,12/26/2020 ,65.0,"Action, Adventure, Fantasy", English,200000000.0,AU
Jumanji: The Next Level,12/26/2019 ,69.0,"Adventure, Comedy, Fantasy", English,125000000.0,AU
Dragon Ball Z: Bojack Unbound,07/10/1993 ,71.0,"Action, Animation, Science Fiction", Japanese,24812400.0,JP
Tinker Bell and the Legend of the NeverBeast,07/22/2015 ,72.0,"Adventure, Animation, Family", English,73800000.0,AU
Mia and Me: The Hero of Centopia,10/27/2022 ,71.0,"Animation, Fantasy, Adventure", English,106200000.0,AU
Groot's Pursuit,08/10/2022 ,72.0,"Animation, Family, Comedy, Science Fiction", English,97600000.0,US
Road to Ninja: Naruto the Movie,07/28/2012 ,76.0,"Animation, Fantasy, Action", Japanese,44304333.2,JP
Mobile Suit Gundam Hathaway,06/11/2021 ,74.0,"Animation, Action, Drama, Science Fiction", Japanese,78600000.0,JP
Inexorable,04/06/2022 ,59.0,Thriller, French,164900000.0,FR
WALL·E,09/18/2008 ,81.0,"Animation, Family, Science Fiction", English,180000000.0,AU
Legend Quest: The Origin,02/15/2021 ,83.0,"Animation, Comedy, Fantasy, Adventure, Family"," Spanish, Castilian",109200000.0,MX
The Banshees of Inisherin,12/26/2022 ,75.0,"Drama, Comedy", English,515001.4,AU
The Hobbit: The Desolation of Smaug,12/26/2013 ,76.0,"Fantasy, Adventure, Action", English,250000000.0,AU
Ava,09/02/2020 ,58.0,"Action, Crime, Drama, Adventure, Thriller", English,12000000.0,AU
The Blind Side,02/25/2010 ,77.0,Drama, English,35000000.0,AU
The Case for Christ,04/07/2017 ,69.0,Drama, English,3000000.0,US
Unbroken: Path to Redemption,09/14/2018 ,69.0,Drama, English,6000000.0,US
A Quiet Place,05/21/2018 ,74.0,"Horror, Drama, Science Fiction", English,17000000.0,AU
Lilo & Stitch,09/19/2002 ,75.0,"Animation, Family", English,80000000.0,AU
Rocky,03/17/1977 ,78.0,"Drama, Romance", English,1000000.0,AU
Baba Yaga: Terror of the Dark Forest,02/27/2020 ,60.0,Horror, Russian,146740000.0,RU
Wendell & Wild,10/28/2022 ,68.0,"Animation, Comedy, Fantasy, Adventure", English,59960000.0,AU
Avatar: The Deep Dive - A Special Edition of 20/20,12/13/2022 ,75.0,Documentary, English,98800000.0,US
Just Love and a Thousand Songs,12/08/2022 ,68.0,"Music, Documentary"," Spanish, Castilian",85800000.0,AR
Héctor El Father: Conocerás la verdad,03/22/2018 ,78.0,"Drama, Documentary"," Spanish, Castilian",89000000.0,PR
The Lion King II: Simba's Pride,07/31/2000 ,69.0,"Family, Adventure, Animation, Action", English,140700000.0,AU
The Simpsons Movie,07/27/2007 ,70.0,"Animation, Comedy, Family", English,72500000.0,AU
The Mummy Returns,05/10/2001 ,63.0,"Adventure, Action, Fantasy", English,98000000.0,AU
Elvis,06/23/2022 ,77.0,"Drama, Music, History", English,85000000.0,AU
The House,01/14/2022 ,71.0,"Animation, Drama, Comedy, Horror, Fantasy", English,40000000.0,GB
Fortress,03/01/2022 ,60.0,"Action, Thriller, Crime", English,12000000.0,AU
The Grandmother,04/06/2022 ,59.0,"Drama, Horror"," Spanish, Castilian",3749231.0,FR
King of Kings,10/11/1961 ,71.0,"Drama, History", English,5037000.0,US
In Time,10/27/2011 ,70.0,"Action, Thriller, Science Fiction", English,35000000.0,AU
Hansan: Rising Dragon,08/05/2022 ,72.0,"Action, History, Drama, War", Korean,121000000.0,AU
Taken 3,01/08/2015 ,62.0,"Thriller, Action", English,48000000.0,AU
A Bug's Life,12/03/1998 ,70.0,"Adventure, Animation, Comedy, Family", English,120000000.0,AU
Maleficent: Mistress of Evil,10/17/2019 ,73.0,"Family, Fantasy, Adventure, Action", English,185000000.0,AU
Bad Boys for Life,01/16/2020 ,72.0,"Thriller, Action, Crime", English,90000000.0,AU
Ready Player One,03/29/2018 ,76.0,"Science Fiction, Adventure, Action", English,150000000.0,AU
The Second Coming of Christ,03/06/2018 ,36.0,"Action, Drama", English,47270000.0,US
The Flash,06/16/2023 ,0.0,"Science Fiction, Action, Adventure", English,200000000.0,US
The Chalk Line,09/09/2022 ,64.0,Horror," Spanish, Castilian",92600000.0,ES
Pokemon the Movie: Mewtwo Strikes Back - Evolution,07/12/2019 ,67.0,"Animation, Adventure, Fantasy, Action, Family", Japanese,59844080.0,JP
The Lost Lotteries,11/16/2022 ,60.0,"Crime, Comedy", Thai,62800000.0,TH
November,05/11/2023 ,73.0,"Thriller, Crime, Drama", French,250000.0,AU
The Nun 2,09/08/2023 ,0.0,"Horror, Mystery", English,246000000.0,US
Aria the Benedizione,12/03/2021 ,63.0,"Animation, Comedy, Science Fiction, Fantasy", Japanese,184000000.0,JP
Sausage Party,08/11/2016 ,57.0,"Adventure, Animation, Comedy, Fantasy", English,19000000.0,AU
Fortress: Sniper's Eye,04/29/2022 ,56.0,"Action, Thriller, Crime", English,125600000.0,US
Fight Club,11/11/1999 ,84.0,"Drama, Thriller, Comedy", English,65000000.0,AU
Hercules,09/18/1997 ,75.0,"Animation, Family, Fantasy, Adventure, Comedy, Romance", English,100000000.0,AU
Hercules,09/18/1997 ,75.0,"Animation, Family, Fantasy, Adventure, Comedy, Romance", English,70000000.0,AU
Waktu Maghrib,02/09/2023 ,63.0,Horror, Indonesian,87000000.0,ID
Legion,06/03/2010 ,58.0,"Horror, Action, Fantasy", English,26000000.0,AU
Six Swedish Girls in a Boarding School,09/28/1979 ,54.0,Comedy, German,76000000.0,DE
From Straight A's to XXX,02/11/2017 ,60.0,"Drama, TV Movie", English,127200000.0,US
Justice League,11/16/2017 ,61.0,"Action, Adventure, Science Fiction", English,300000000.0,AU
The Last Temptation of Christ,10/13/1988 ,72.0,Drama, English,7000000.0,AU
Ron's Gone Wrong,10/21/2021 ,80.0,"Animation, Science Fiction, Family, Comedy", English,30511197.0,AU
Mad Max: Fury Road,05/14/2015 ,76.0,"Action, Adventure, Science Fiction", English,150000000.0,AU
How to Train Your Dragon 2,06/09/2014 ,77.0,"Fantasy, Action, Adventure, Animation, Comedy, Family", English,145000000.0,AU
Blackout,10/12/2022 ,54.0,"Action, Adventure, Thriller", English,96400000.0,DK
Despicable Me,09/09/2010 ,72.0,"Family, Animation, Comedy, Crime", English,69000000.0,AU
Lies My Sister Told Me,05/29/2022 ,66.0,"TV Movie, Thriller, Drama", English,83800000.0,US
Ava,06/21/2017 ,62.0,Drama, French,3000000.0,FR
Fractured,10/10/2019 ,67.0,Thriller, English,108200000.0,AU
Ralph Breaks the Internet,11/26/2018 ,72.0,"Family, Animation, Comedy, Adventure", English,175000000.0,AU
The Proposal,06/18/2009 ,71.0,"Comedy, Romance, Drama", English,40000000.0,AU
Rampage,04/20/2018 ,64.0,"Action, Adventure, Science Fiction", English,120000000.0,AU
Ashfall,01/09/2020 ,68.0,"Action, Adventure, Thriller", Korean,17700000.0,AU
Wrong Turn,02/04/2021 ,60.0,"Horror, Thriller", English,10000000.0,AU
Alice in Wonderland,07/01/2010 ,66.0,"Family, Fantasy, Adventure", English,200000000.0,AU
Alice in Wonderland,07/01/2010 ,66.0,"Family, Fantasy, Adventure", English,3000000.0,AU
Ripper Untold,06/28/2021 ,62.0,Horror, English,80200000.0,GB
Rurouni Kenshin: The Beginning,06/04/2021 ,77.0,"Action, Adventure, Drama", Japanese,138000000.0,JP
Brother Bear,12/26/2003 ,73.0,"Adventure, Animation, Family", English,46000000.0,AU
Purple Hearts,07/29/2022 ,82.0,"Romance, Drama", English,175200000.0,US
Ninja Assassin,03/04/2010 ,65.0,"Action, Thriller", English,50000000.0,AU
Presences,09/07/2022 ,69.0,Horror," Spanish, Castilian",101400000.0,MX
Miss Peregrine's Home for Peculiar Children,09/29/2016 ,68.0,"Fantasy, Adventure, Family, Drama", English,110000000.0,AU
How to Train Your Dragon,03/25/2010 ,78.0,"Fantasy, Adventure, Animation, Family", English,165000000.0,AU
Scream 3,03/23/2000 ,60.0,"Horror, Mystery", English,40000000.0,AU
Predator,08/20/1987 ,75.0,"Science Fiction, Action, Adventure, Thriller", English,18000000.0,AU
Superman/Shazam!: The Return of Black Adam,11/09/2010 ,71.0,"Animation, Action", English,61095923.8,US
L'oubliée d'Amboise,06/25/2022 ,66.0,"Crime, TV Movie", French,90800000.0,FR
Ponyo,07/06/2009 ,77.0,"Animation, Fantasy, Family", Japanese,41677699.0,AU
Snake Eyes: G.I. Joe Origins,07/22/2021 ,66.0,"Action, Adventure", English,88000000.0,AU
Knights of the Zodiac,04/28/2023 ,0.0,"Fantasy, Action, Adventure", English,264940000.0,JP
Dragon Ball Z: Cooler's Revenge,07/20/1991 ,69.0,"Action, Animation, Science Fiction", Japanese,27104689.8,JP
My Sweet Monster,06/23/2022 ,65.0,"Animation, Adventure, Family", Russian,111800000.0,AU
All the Places,02/14/2023 ,67.0,"Comedy, Drama"," Spanish, Castilian",64200000.0,MX
Beauty and the Beast,03/23/2017 ,70.0,"Family, Fantasy, Romance", English,160000000.0,AU
Beauty and the Beast,03/23/2017 ,70.0,"Family, Fantasy, Romance", English,20000000.0,AU
Hunting Ava Bravo,04/01/2022 ,64.0,"Thriller, Action", English,75600000.0,US
Marudase Kintarou,12/11/2020 ,63.0,"Romance, Comedy, Animation", Japanese,162940000.0,JP
Drag Me to Hell,03/15/2009 ,64.0,"Horror, Thriller", English,30000000.0,US
Brian Banks,08/09/2019 ,73.0,Drama, English,10000000.0,US
Bullet Proof,08/19/2022 ,58.0,"Action, Crime", English,54200000.0,US
Beautiful Disaster,04/12/2023 ,59.0,"Romance, Drama, Comedy", English,94800000.0,US
Sniper: Rogue Mission,08/16/2022 ,66.0,"Action, Thriller, Mystery", English,121000000.0,US
Gladiator,05/04/2000 ,82.0,"Action, Drama, Adventure", English,103000000.0,AU
The Reading,02/02/2023 ,74.0,"Drama, Thriller", English,124000000.0,US
The Karate Kid,07/08/2010 ,65.0,"Action, Adventure, Drama, Family", English,40000000.0,AU
The Karate Kid,07/08/2010 ,65.0,"Action, Adventure, Drama, Family", English,8000000.0,AU
The Twilight Saga: New Moon,11/19/2009 ,60.0,"Adventure, Fantasy, Drama, Romance", English,50000000.0,AU
The Dark Knight Rises,07/19/2012 ,78.0,"Action, Crime, Drama, Thriller", English,230000000.0,AU
Pokémon the Movie: Secrets of the Jungle,12/25/2020 ,71.0,"Animation, Adventure, Family, Fantasy", Japanese,152000000.0,JP
Pleasure,11/04/2021 ,63.0,Drama, Swedish,87000000.0,AU
Men,06/16/2022 ,63.0,"Horror, Thriller, Fantasy", English,117363.2,AU
King,02/16/2022 ,66.0,"Adventure, Comedy, Family", French,36777824.0,FR
Ice Age: Continental Drift,06/28/2012 ,63.0,"Animation, Comedy, Adventure, Family", English,95000000.0,AU
Texas Chainsaw Massacre,02/18/2022 ,52.0,"Horror, Thriller", English,20000000.0,US
The Devil Wears Prada,09/28/2006 ,74.0,"Comedy, Drama, Romance", English,35000000.0,AU
KONOSUBA – God's blessing on this wonderful world! Legend of Crimson,08/30/2019 ,82.0,"Animation, Adventure, Comedy, Fantasy", Japanese,182000000.0,JP
Pixels,07/30/2015 ,57.0,"Action, Comedy, Science Fiction", English,90000000.0,AU
Weathering with You,08/22/2019 ,80.0,"Animation, Drama, Fantasy, Romance", Japanese,27610000.0,AU
The Nightmare Before Christmas,11/10/1994 ,78.0,"Fantasy, Animation, Family", English,24000000.0,AU
Limitless,03/08/2011 ,72.0,"Thriller, Mystery, Science Fiction", English,27000000.0,AU
The Killer,07/13/2022 ,79.0,"Action, Crime, Thriller", Korean,117460000.0,KR
Just Go with It,03/31/2011 ,67.0,"Comedy, Romance", English,80000000.0,AU
Hustle,06/08/2022 ,78.0,"Drama, Comedy", English,115091333.2,AU
Dynasty Warriors,04/27/2021 ,62.0,"Action, Adventure, Fantasy", Cantonese,38504400.0,HK
Kung Fu Panda 2,06/23/2011 ,69.0,"Animation, Family", English,150000000.0,AU
The Notebook,10/14/2004 ,79.0,"Romance, Drama", English,30000000.0,AU
Selena Gomez: My Mind & Me,11/02/2022 ,82.0,"Documentary, Music", English,157000000.0,US
Superbad,09/20/2007 ,72.0,Comedy, English,17500000.0,AU
Old,07/22/2021 ,64.0,"Thriller, Mystery, Horror", English,18000000.0,AU
A Whisker Away,06/18/2020 ,80.0,"Animation, Drama, Romance, Fantasy", Japanese,128600000.0,AU
Sing,11/23/2016 ,71.0,"Animation, Comedy, Family, Music", English,75000000.0,AU
Sing,11/23/2016 ,71.0,"Animation, Comedy, Family, Music", English,84000.0,AU
Kung Fu Panda 3,03/24/2016 ,69.0,"Action, Adventure, Animation, Comedy, Family", English,140000000.0,AU
"The Gangster, the Cop, the Devil",05/15/2019 ,77.0,"Crime, Action, Adventure", Korean,47065698.6,KR
Lady Chatterley's Lover,10/14/2022 ,68.0,"Drama, Romance", English,68800000.0,GB
The Great Wall,02/16/2017 ,60.0,"Action, Adventure, Fantasy", English,150000000.0,AU
Monster Pets: A Hotel Transylvania Short,04/02/2021 ,74.0,"Animation, Comedy, Fantasy", English,128400000.0,US
Aladdin,05/24/2019 ,71.0,"Adventure, Fantasy, Romance, Family", English,182000000.0,AU
Aladdin,05/24/2019 ,71.0,"Adventure, Fantasy, Romance, Family", English,28000000.0,AU
The Jungle Book,12/18/1968 ,73.0,"Family, Animation, Adventure", English,175000000.0,AU
The Jungle Book,12/18/1968 ,73.0,"Family, Animation, Adventure", English,27000000.0,AU
A Silent Voice: The Movie,04/06/2017 ,84.0,"Animation, Drama", Japanese,2937023.8,AU
Solomon and Sheba,12/25/1959 ,64.0,"History, Romance", English,5000000.0,US
The Incredibles,12/26/2004 ,77.0,"Action, Adventure, Animation, Family", English,92000000.0,AU
Don't Worry Darling,09/30/2022 ,69.0,"Thriller, Mystery, Science Fiction", English,35000000.0,AU
The Visit,09/24/2015 ,63.0,"Mystery, Thriller, Horror", English,5000000.0,AU
Logan,03/02/2017 ,78.0,"Action, Drama, Science Fiction", English,127000000.0,AU
Porno,01/01/1981 ,46.0,Drama, Portuguese,89200000.0,BR
Jesus,12/05/1999 ,63.0,"History, Drama", English,20000000.0,US
Terminator 2: Judgment Day,09/05/1991 ,81.0,"Action, Thriller, Science Fiction", English,100000000.0,AU
American Pie Presents: Beta House,01/03/2008 ,56.0,Comedy, English,10000000.0,AU
Trenque Lauquen,10/12/2022 ,0.0,"Drama, Romance, Mystery"," Spanish, Castilian",203000000.0,US
Call Me by Your Name,12/26/2017 ,82.0,"Romance, Drama", English,3500000.0,AU
Wish Dragon,06/11/2021 ,80.0,"Animation, Family, Comedy, Fantasy", English,21363393.0,AU
Spider-Man 3,06/04/2007 ,64.0,"Fantasy, Action, Adventure", English,258000000.0,AU
Jack Reacher,01/02/2013 ,66.0,"Crime, Drama, Thriller, Action", English,60000000.0,AU
Garfield,09/16/2004 ,57.0,"Animation, Comedy, Family", English,50000000.0,AU
Raped by an Angel 2: The Uniform Fan,03/06/1998 ,44.0,"Horror, Thriller", Cantonese,133300000.0,HK
The Addams Family,12/05/2019 ,66.0,"Family, Animation, Comedy, Fantasy, Horror", English,30000000.0,AU
The Addams Family,12/05/2019 ,66.0,"Family, Animation, Comedy, Fantasy, Horror", English,24000000.0,AU
Barbie: Epic Road Trip,10/25/2022 ,71.0,"Comedy, Family, Animation", English,67800000.0,US
Lucy,07/31/2014 ,64.0,"Action, Science Fiction", English,40000000.0,AU
Rio,04/07/2011 ,67.0,"Animation, Adventure, Comedy, Family", English,90000000.0,AU
The SpongeBob SquarePants Movie,01/06/2005 ,70.0,"Family, Animation, Comedy, Fantasy, Adventure, Action", English,30000000.0,AU
Blade Runner 2049,10/05/2017 ,75.0,"Science Fiction, Drama", English,185000000.0,AU
No Manches Frida,09/15/2016 ,78.0,Comedy," Spanish, Castilian",29211149.2,MX
Along with the Gods: The Two Worlds,12/14/2017 ,81.0,"Action, Adventure, Fantasy, Drama", Korean,18300000.0,AU
Sharper,02/10/2023 ,71.0,"Thriller, Crime, Drama", English,169000000.0,US
Fantastic Beasts and Where to Find Them,11/17/2016 ,73.0,"Adventure, Fantasy, Family", English,180000000.0,AU
No Manches Frida 2,03/15/2019 ,80.0,Comedy," Spanish, Castilian",102200000.0,US
Wrong Turn,07/31/2003 ,63.0,"Horror, Thriller", English,10000000.0,AU
Shut In,02/10/2022 ,70.0,"Thriller, Horror, Drama", English,10000000.0,US
Missing,02/23/2023 ,77.0,"Drama, Mystery, Thriller", English,1000000.0,AU
Panama,05/18/2022 ,53.0,"Thriller, Action", English,116600000.0,AU
Dragon Ball Z: The Return of Cooler,03/07/1992 ,66.0,"Action, Animation, Science Fiction", Japanese,37617129.0,JP
Don't Come Back Alive,09/29/2022 ,58.0,"Thriller, Fantasy, Horror"," Spanish, Castilian",150000000.0,AR
The Pope: Answers,04/05/2023 ,63.0,Documentary," Spanish, Castilian",90000000.0,ES
Restart the Earth,09/03/2021 ,69.0,"Science Fiction, Horror, Action", Chinese,148200000.0,CN
Heaven Is for Real,04/16/2014 ,67.0,Drama, English,12000000.0,US
Bruce Almighty,06/19/2003 ,67.0,"Fantasy, Comedy", English,81000000.0,AU
